unique_id,hotel,rating,review,response,triptype,dateofstay,responder,respondeddate,Brand,apology_num_Raters,apology_score,apology_bin,genuine_num_Raters,genuine_score,genuine_bin,offense_num_Raters_x,offense_score_x,offense_bin_x,sincere_num_Raters,sincere_score,sincere_bin,truly_num_Raters,truly_score,truly_bin,satisfied_num_Raters,satisfied_score,satisfied_bin,visit_num_Raters,visit_score,visit_bin,offense_num_Raters_y,offense_score_y,offense_bin_y,personalization_num_Raters,personalization_score,personalization_bin,severity_num_Raters,severity_score,severity_bin,WC_review,WC_diff,Segment,BOW_Apology,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
389,Hilton Garden Inn Houston Hobby Airport,10,"Nice clean new hotel, staffed with the pinnacle of incompetance. Uncorrected daily problems and unfulfilled corrective promises. An ongoing NEST OF SCREW UPS from check in to check out. EMBARRASING!!!","Dear Guest,We sincerely apologize and regret deeply that you didn't have an enjoyable stay with us. Please be assured that changes have been made and I give you my word net time you will notice the differences. Please feel free to reach our to me to discus further.",Trip type: Traveled on business,Date of stay: January 2019,"Response from HGIHobbyAirport, General Manager at Hilton Garden Inn Houston Hobby Airport","Responded Feb 11, 2019",Hilton,8,24.625,TRUE,8,9.125,TRUE,8,13.875,TRUE,8,12,TRUE,8,9.375,TRUE,4,5.5,TRUE,4,5.25,TRUE,4,0.5,FALSE,4,-5,FALSE,4,10,TRUE,30,19,1,1,49,14.33,97.11,78.4,96.32,16.33,14.29,93.88,73.47,53.06,22.45,18.37,6.12,6.12,6.12,0,0,4.08,12.24,4.08,0,8.16,12.24,2.04,4.08,2.04,24.49,8.16,0,10.2,8.16,0,2.04,18.37,0,16.33,4.08,4.08,2.04,0,2.04,4.08,0,10.2,8.16,2.04,4.08,2.04,2.04,0,0,2.04,0,30.61,14.29,6.12,8.16,0,0,2.04,14.29,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,12.24,10.2,2.04,2.04,6.12,0,0,2.04,2.04,10.2,4.08,2.04,0,0,0,0,0,10.2,6.12,2.04,0,0,2.04,0
390,Hilton Garden Inn Houston Hobby Airport,30,"New hotel, clean rooms, convenient to Hobby airport. Unfortunately the bar and restaurant service is absolutely abysmal. I have stayed here many times since they opened. They remain understaffed in the kitchen and bar. Have waited 30 minutes to as long as up to an hour just to get an average hotel meal. Been here at least monthly and clearly having turnover in personnel. Too bad. Could be so much better. Management needs to pay attention to bookings and staff accordingly. Really not a lot around the airport without driving back to 45. Adding just one headcount would make a huge difference.",I am so sorry you did not find everything to your liking. We had two servers call out at the last minute and unfortunately we were short handed this night. We have great Chefs and normally our service is above and beyond. I hope you will give us another chance so you can see what a great job we can do and the great hotel we are.,Trip type: Traveled on business,Date of stay: November 2019,"Response from HGIHobbyAirport, General Manager at Hilton Garden Inn Houston Hobby Airport","Responded Nov 15, 2019",Hilton,6,21,TRUE,6,14.16666667,TRUE,6,9,TRUE,6,13.33333333,TRUE,6,13.33333333,TRUE,4,22.75,TRUE,4,10.25,TRUE,4,1,TRUE,4,21,TRUE,4,-0.25,FALSE,102,-35,1,1,67,1,99,8.2,99,16.75,8.96,94.03,85.07,68.66,25.37,19.4,2.99,10.45,5.97,0,0,5.97,11.94,4.48,1.49,7.46,16.42,7.46,8.96,1.49,23.88,7.46,5.97,10.45,10.45,0,0,13.43,1.49,11.94,1.49,0,5.97,2.99,0,2.99,0,7.46,7.46,0,1.49,1.49,0,0,0,0,0,20.9,4.48,1.49,0,0,0,1.49,16.42,0,0,0,0,0,0,0,0,2.99,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,14.93,7.46,0,0,4.48,1.49,0,0,4.48,4.48,8.96,2.99,0,0,0,0,0,5.97,5.97,0,0,0,0,0
391,Hilton Garden Inn Houston Hobby Airport,20,Can’t depend on the staff at the front desk to do there job or fulfill commitments they make. The manger will not return phone calls or set the the correct customer service level standard. Had to call corporate customer service to get involved to try and resolve issue the front desk staff created.,"Dear Ms. Waters,I am so sorry that your package didn't get sent back to you in a more timely fashion. Unfortunately, we have many items that guest either accidently leave, have shipped out, or request that we send it to another location and your package just merely got overlooked. It is no excuse, and once again we do sincerely apologize for the oversight.",Trip type: Traveled on business,Date of stay: November 2019,"Response from HGIHobbyAirport, General Manager at Hilton Garden Inn Houston Hobby Airport","Responded Nov 14, 2019",Hilton,4,18.75,TRUE,4,3,TRUE,4,14.75,TRUE,4,5.25,TRUE,4,-8.75,FALSE,7,7.857142857,TRUE,7,-1.285714286,FALSE,7,0.857142857,TRUE,7,12,TRUE,7,4.285714286,TRUE,53,11,1,2,64,3.43,91.85,65.48,69.4,21.33,20.31,89.06,75,62.5,20.31,10.94,1.56,4.69,4.69,0,0,9.38,20.31,3.13,1.56,7.81,9.38,10.94,7.81,3.13,17.19,9.38,6.25,10.94,6.25,0,4.69,10.94,1.56,9.38,0,1.56,0,1.56,1.56,6.25,0,3.13,3.13,0,0,0,0,0,0,0,0,21.88,9.38,3.13,6.25,0,1.56,0,12.5,0,1.56,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,9.38,10.94,3.13,1.56,6.25,0,0,0,4.69,3.13,3.13,0,0,0,0,0,0,15.63,6.25,7.81,0,0,1.56,0
392,Hilton Garden Inn Houston Hobby Airport,30,"I had checked in the day before my arrival and was disappointed that my room was not available at 2:35 pm. I was provided a room on the second floor by Ashley and she said that she would call me when it was available. I waited an hour and asked to speak to a manager and was referred to Ken where he told me that he had rooms on the first floor but that they were not yet ready for guests. This hotel opened in November and the rooms are not furnished for guests plus the lobby had three people submitting applications for positions! I had planned a cruise and was meeting my spouse in a few days and needed to wash some laundry and I noticed that the coin laundry was not available.On a brighter side, the rooms are configured nicely and there's more room. I enjoyed the tabletop where the big screen TV is positioned with clothes cabinets below and a workable desk station. I noticed plenty of reading lamps on the desktop and near the night stands so great job HGI. Great customer service was provided by Misty at the bar/restaurant and the breakfast selections (omelettes, fresh fruit, cereals, pastries) were plentiful. The hotel's location is down the road from my rental car agency so it's convenient.I really like the openness, and the vibe that this hotel emanates, and I hope that they work out the ""kinks"" soon. I'll be returning in March to give it another try.","Dear Ed,Thank you for your recent stay with us, we really appreciate it. Our check in time is at 3:00, and we try so hard to provide rooms for guest checking in early whenever possible. Being a busy airport hotel we are sold out most week nights so sometimes we are unable to check In guest early. We are thrilled that you found your room to your liking and enjoyed our Garden Grill and Bar. Please let me know next time you are coming and I will personally make sure your room is ready upon your arrival.Safe travel and look forward to your return.",Trip type: Traveled on business,Date of stay: January 2019,"Response from HGIHobbyAirport, General Manager at Hilton Garden Inn Houston Hobby Airport","Responded Feb 11, 2019",Hilton,5,-12.6,FALSE,5,-7,FALSE,5,13,TRUE,5,-6,FALSE,5,-2.8,FALSE,4,8,TRUE,4,6,TRUE,4,0.75,TRUE,4,18.25,TRUE,4,2,TRUE,255,-148,1,0,107,25.53,99,96.38,99,21.4,11.21,93.46,71.96,49.53,19.63,17.76,1.87,7.48,8.41,0,0,1.87,10.28,0.93,1.87,12.15,7.48,3.74,7.48,0,19.63,10.28,1.87,10.28,8.41,1.87,0,7.48,0,7.48,2.8,0,0.93,1.87,0.93,0,0,7.48,7.48,0,2.8,2.8,0,0,0,0,0,22.43,3.74,2.8,1.87,0,0,0.93,17.76,0,1.87,0,0,0,0,0,0,4.67,0.93,3.74,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,8.41,18.69,4.67,3.74,11.21,0.93,0,0.93,9.35,2.8,6.54,2.8,0,0,0,0,0,9.35,5.61,2.8,0,0,0,0.93
393,Hilton Garden Inn Houston Westbelt,30,"Hotel is being remodeled so there is a smell of paint. The hotel room was okay, The staff is less than accommodating, and not friendly. Upon making an error when checking in, they are not willing to correct their error. To say the least it was very upsetting!","Dear gailyna2016,We are saddened to hear that you did not enjoy your stay at our property. I will certainly forward your feedback to the appropriate department so that these errors can be looked into and fixed. I hope that you will stay with us again in the future so that we may give you a better stay.",Trip type: Traveled as a couple,Date of stay: April 2019,"Response from Crystal R, Sales at Hilton Garden Inn Houston Westbelt","Responded Apr 8, 2019",Hilton,4,-5.5,FALSE,4,-8,FALSE,4,10.75,TRUE,4,-9.25,FALSE,4,-8,FALSE,5,6.4,TRUE,5,-5.6,FALSE,5,0.8,TRUE,5,-6,FALSE,5,-2,FALSE,48,10,1,0,58,5.28,99,43.66,74.09,19.33,13.79,94.83,84.48,65.52,27.59,18.97,3.45,6.9,8.62,0,0,8.62,18.97,5.17,1.72,10.34,12.07,6.9,5.17,1.72,25.86,5.17,0,10.34,8.62,1.72,0,10.34,0,10.34,1.72,0,3.45,3.45,1.72,1.72,0,6.9,5.17,1.72,3.45,1.72,1.72,0,0,1.72,0,20.69,3.45,0,0,0,0,1.72,15.52,0,0,0,0,0,0,0,0,3.45,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,10.34,13.79,0,0,10.34,1.72,1.72,0,3.45,3.45,5.17,8.62,0,0,0,0,0,6.9,5.17,1.72,0,0,0,0
394,Hilton Garden Inn Houston Westbelt,30,"Enjoyed a comfortable 9 day stay at this hotel while on business in Houston. More than adequate room size, comfortable bed, good breakfast and general good service. Free internet quality could be improved, as could the gym facilities, and the outdoor pool could be better maintained, but otherwise nothing to complain about.","Dear Robert,Thank you for taking the time to leave feedback about your stay, we will certainly pass on your advise to the appropriate departments. We are glad you enjoyed your stay with us and look forward to having you book again in the future.",Trip type: Traveled on business,Date of stay: March 2018,"Response from Crystal R, sales at Hilton Garden Inn Houston Westbelt","Responded Mar 26, 2018",Hilton,4,-14.25,FALSE,4,-19.25,FALSE,4,12.5,TRUE,4,-13,FALSE,4,-21.5,FALSE,6,8.5,TRUE,6,13.16666667,TRUE,6,0.833333333,TRUE,6,-2.666666667,FALSE,6,-8,FALSE,52,-7,1,0,45,66.04,99,63.35,99,22.5,13.33,97.78,80,57.78,20,20,0,6.67,13.33,0,0,0,13.33,6.67,0,17.78,6.67,6.67,2.22,0,22.22,6.67,0,8.89,8.89,0,0,4.44,0,4.44,2.22,0,0,0,2.22,0,0,8.89,8.89,0,4.44,4.44,0,0,0,0,0,28.89,6.67,4.44,2.22,0,0,6.67,20,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,11.11,15.56,2.22,4.44,8.89,2.22,0,0,4.44,2.22,2.22,4.44,0,0,0,0,0,8.89,4.44,4.44,0,0,0,0
395,Hilton Garden Inn Houston Westbelt,30,"There is nothing wrong with this hotel - friendly staff and decent experience. The location is a little hard to get to from the street. It appeared some elements of the hotel were under construction and the lobby music track plays one song on a single loop. So right now, I would wait until things in the lobby are finished before my next stay ( Aug 2019 ) .","Dear Guest,We are sorry to hear that we did not meet your expectations. Thank you for your feedback so that we can address the issues and improve in those areas. We hope that you will consider staying at our property in the future.",Trip type: Traveled on business,Date of stay: August 2019,"Response from Crystal R, Sales at Hilton Garden Inn Houston Westbelt","Responded Aug 21, 2019",Hilton,8,22.25,TRUE,8,7,TRUE,8,-3.25,FALSE,8,7.5,TRUE,8,4.625,TRUE,4,2.25,TRUE,4,0.25,TRUE,4,0.25,FALSE,4,-21.5,FALSE,4,-7.5,FALSE,65,-21,1,1,44,12.37,99,11.02,99,14.67,15.91,90.91,79.55,61.36,29.55,20.45,0,11.36,9.09,0,0,9.09,20.45,4.55,0,11.36,9.09,2.27,4.55,2.27,22.73,4.55,0,15.91,13.64,2.27,0,11.36,0,11.36,4.55,0,4.55,2.27,0,2.27,0,11.36,11.36,0,2.27,2.27,0,0,0,0,0,34.09,9.09,4.55,2.27,0,0,4.55,22.73,0,2.27,0,0,0,0,0,0,2.27,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,2.27,9.09,0,0,6.82,0,2.27,0,2.27,2.27,4.55,9.09,0,0,0,0,0,9.09,6.82,2.27,0,0,0,0
396,Hilton Garden Inn Houston Westbelt,30,It was an average hotel where you get what you pay for. The breakfast buffet was good but isn’t free. The room was pretty large for a 2 queen room but the fixture could use an update. The staff were all polite and courteous and I didn’t have any issues with them. Their lobby looked really nice like they renovated it within the past few years but their rooms could use an update especially for a large chain.,"Dear pjapasco,Thank you for taking the time to write a review about your stay with us. We truly appreciate your feedback and while we’re so happy you received friendly service from our staff and a good breakfast, we are very sorry for the condition of your room. We will address your comments with our team as we work to improve our guest experience. Your input is genuinely helpful, and we hope you will come visit us in the future.",Trip type: Traveled on business,Date of stay: November 2019,"Response from John-HiltonHelp, on behalf of management at Hilton Garden Inn Houston Westbelt","Responded Nov 18, 2019",Hilton,5,17.4,TRUE,5,11.6,TRUE,5,0.8,TRUE,5,11.8,TRUE,5,8.4,TRUE,6,17.5,TRUE,6,12.5,TRUE,6,0.333333333,FALSE,6,15,TRUE,5,-5.4,FALSE,78,3,1,1,81,33.38,99,10.18,99,20.25,17.28,91.36,71.6,58.02,23.46,23.46,0,13.58,9.88,0,0,0,16.05,6.17,0,13.58,4.94,6.17,7.41,0,13.58,4.94,0,19.75,17.28,2.47,0,7.41,0,7.41,3.7,0,1.23,1.23,2.47,0,0,11.11,11.11,0,6.17,6.17,0,0,0,0,0,38.27,11.11,7.41,1.23,0,0,3.7,27.16,0,1.23,0,0,0,0,0,0,7.41,0,1.23,6.17,0,0,1.23,0,0,0,0,0,0,1.23,0,0,1.23,2.47,0,0,0,0,0,1.23,7.41,4.94,0,1.23,4.94,0,0,0,2.47,2.47,2.47,4.94,0,0,0,0,0,8.64,4.94,3.7,0,0,0,0
397,Hilton Garden Inn Miami Airport West,10,This was a state agency business trip and you made it unbearable with your service as it appeared no one in your employ knew what they were doing for billing. Never again will we be staying at your hotel.,Good morning. Thank you for taking time to review our hotel. We would like to extend our sincerest apologies for the issue you experienced with your billing. If you could please contact me at the email below or by calling 305-629-7701. I would like to discuss how we can make your experience right.Angela WilliamsFront Office Supervisorangela.williams3@hilton.com,Trip type: Traveled on business,Date of stay: January 2020,"Response from AmandaG5416, Front Office Manager at Hilton Garden Inn Miami Airport West","Responded Jan 29, 2020",Hilton,9,23.11111111,TRUE,9,15.55555556,TRUE,9,18.44444444,TRUE,9,13.11111111,TRUE,9,13.11111111,TRUE,2,7.5,TRUE,2,-0.5,FALSE,2,1,TRUE,2,-9,FALSE,2,-4,FALSE,39,23,1,1,60,73.36,99,1.91,99,12,21.67,81.67,56.67,51.67,18.33,18.33,3.33,6.67,8.33,0,0,0,10,3.33,3.33,18.33,6.67,1.67,3.33,0,15,0,0,10,6.67,0,3.33,18.33,0,18.33,3.33,3.33,10,3.33,0,3.33,0,11.67,11.67,0,8.33,8.33,0,0,0,0,0,28.33,11.67,5,8.33,0,0,5,16.67,0,0,0,0,1.67,0,0,1.67,6.67,0,0,5,1.67,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,5,3.33,0,0,3.33,0,0,0,3.33,0,1.67,0,0,0,0,0,0,16.67,11.67,0,0,0,0,5
398,Hilton Garden Inn Miami Airport West,20,"I just can't recommend this hotel, excessive cigarette butts smoldering at the entrance,dirty cold pool, staff that allows non-guests in the hotel business center and a extra deposit that held on my card for a week that was not reflected on my bill ? My card was already in my profile and used to pay for the reservation. Hotel staff defended this practice vigorously and said there is a lot of fraud at this hotel, not really what I want to hear.The room had mosquitoes and the bath was in poor condition.I felt it was overpriced for a basic airport hotel.I decided to take a bath and the water was green ? green ! How does that even happen ? Caulk seems to be the repair tool of choice and used generously.Lastly the location and attitude of staff just doesn't work for me. I'm sure there are better choices.Photos included.","Thank you for your feedback, we are really sorry for not meeting yourexpectations during your stay.Rest assured that your comments were reviewed by our management team andcorrective actions have been taken.Please consider the Hilton Garden Inn for a future stay, we would love to have you back.Regards,Amanda Graham – Front Desk Manager",Trip type: Traveled on business,Date of stay: March 2018,"Response from Amanda G, Front Office Manager at Hilton Garden Inn Miami Airport West","Responded Oct 5, 2018",Hilton,8,12.625,TRUE,8,-1.875,FALSE,8,24.75,TRUE,8,-3.875,FALSE,8,-5.75,FALSE,3,-3.666666667,FALSE,3,-13.66666667,FALSE,3,1,TRUE,3,-18.66666667,FALSE,3,12.33333333,TRUE,153,-97,1,1,56,51.48,99,24.32,98.65,56,21.43,83.93,57.14,44.64,16.07,14.29,0,5.36,8.93,0,0,1.79,12.5,3.57,0,10.71,10.71,1.79,0,1.79,23.21,1.79,0,10.71,7.14,0,3.57,14.29,0,14.29,5.36,0,3.57,0,3.57,1.79,0,7.14,7.14,0,1.79,1.79,0,0,0,0,0,30.36,14.29,7.14,5.36,0,0,5.36,17.86,0,0,0,0,0,0,0,0,12.5,1.79,1.79,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,8.93,7.14,0,0,7.14,0,0,0,3.57,7.14,1.79,1.79,0,0,0,0,0,10.71,5.36,5.36,0,0,0,0
399,Hilton Garden Inn Miami Airport West,30,Just average. Doors are too heavy to open. Needed assistance from other guest to open. Do not stay in back rooms delivery trucks start at 6:00 am. Traffic at times made difficult to leave in am. Will not return.,"Thank you T9803WQthomasc, for your feedback.We will look into the issues reported and make the necessary adjustments.Kind regards,Mauricio MartinsArea General Manager",Trip type: Traveled on business,Date of stay: May 2019,"Response from MMartinsGM, General Manager at Hilton Garden Inn Miami Airport West","Responded May 6, 2019",Hilton,9,-6.888888889,FALSE,9,-12.22222222,FALSE,9,-3.222222222,FALSE,9,-11.44444444,FALSE,9,-8.111111111,FALSE,6,-6.333333333,FALSE,6,-11.83333333,FALSE,6,0.666666667,TRUE,6,-5.333333333,FALSE,6,3.666666667,TRUE,40,-16,1,0,24,82.63,99,15.38,83,24,41.67,83.33,58.33,37.5,12.5,12.5,0,4.17,8.33,0,0,0,12.5,8.33,4.17,8.33,4.17,0,4.17,0,16.67,4.17,0,12.5,4.17,0,8.33,12.5,0,12.5,4.17,4.17,0,0,0,4.17,0,4.17,4.17,0,0,0,0,0,0,0,0,25,12.5,4.17,8.33,0,0,8.33,12.5,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,8.33,8.33,4.17,0,4.17,4.17,0,0,0,0,0,4.17,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0
